Batsman_Name_clean,total_runs,avg_runs,total_4s,total_6s,total_wickets,total_boundaries,avg_pitchLine,avg_pitchLength,balls_faced,strike_rate,boundary_rate,dot_ball_pct,boundary_ball_ratio,avg_runs_death,avg_runs_middle,avg_runs_powerplay,dismissal_ratio,run_std,consistency_index,avg_vs_left-arm_fast,avg_vs_left-arm_fast-medium,avg_vs_left-arm_medium,"avg_vs_left-arm_medium,slow_left-arm_orthodox",avg_vs_left-arm_medium-fast,avg_vs_left-arm_wrist-spin,avg_vs_legbreak,avg_vs_legbreak_googly,avg_vs_right-arm_fast,avg_vs_right-arm_fast-medium,"avg_vs_right-arm_fast-medium,legbreak","avg_vs_right-arm_fast-medium,legbreak_googly",avg_vs_right-arm_medium,"avg_vs_right-arm_medium,legbreak","avg_vs_right-arm_medium,right-arm_offbreak",avg_vs_right-arm_medium-fast,"avg_vs_right-arm_medium-fast,right-arm_offbreak",avg_vs_right-arm_offbreak,"avg_vs_right-arm_offbreak,legbreak","avg_vs_right-arm_offbreak,legbreak_googly",avg_vs_slow_left-arm_orthodox,avg_runs_day,avg_runs_daynight,avg_runs_night
dawlat zadran,10,1.4285714285714286,0,0,0,0,1.5714285714285714,1.1428571428571428,7,142.85714285714286,0.0,,0.0,1.4285714285714286,0.0,0.0,0.0,0.5345224838248488,2.672607419133598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6
deepak hooda,0,0.0,0,0,1,0,2.0,3.3333333333333335,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
denesh ramdin,36,0.6923076923076923,1,0,3,1,1.6538461538461537,2.4038461538461537,52,69.23076923076923,0.019230769230769232,,0.019230769230769232,0.8,0.6808510638297872,0.0,0.057692307692307696,0.80533664957914,0.8596489840869654,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.8,0.6,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.75,0.6428571428571429
devon conway,313,1.154981549815498,26,3,9,29,1.3579335793357934,2.177121771217712,271,115.4981549815498,0.1070110701107011,,0.1070110701107011,1.21875,1.2589928057553956,0.99,0.033210332103321034,1.261232164881789,0.9157557713951731,1.05,1.0,0.0,0.0,0.0,0.0,1.7222222222222223,1.5,1.0714285714285714,1.0444444444444445,0.0,0.0,1.3333333333333333,1.5,0.0,1.0,0.0,1.0689655172413792,1.1428571428571428,0.0,0.5882352941176471,1.054945054945055,0.0,1.2055555555555555
dhananjaya de silva,201,1.2331288343558282,15,4,7,19,1.7730061349693251,2.276073619631902,163,123.31288343558282,0.1165644171779141,,0.1165644171779141,1.6923076923076923,1.2307692307692308,1.1355932203389831,0.04294478527607362,1.3814045104786852,0.8926624550154892,0.75,1.2222222222222223,0.0,0.0,0.8,0.0,1.0,1.2,0.8,1.5714285714285714,0.0,0.0,1.4,0.0,0.0,0.8333333333333334,0.0,1.6363636363636365,0.6666666666666666,0.6666666666666666,1.5789473684210527,1.5121951219512195,1.162162162162162,1.1294117647058823
dilon heyliger,11,0.7857142857142857,1,0,1,1,1.4285714285714286,2.5714285714285716,14,78.57142857142857,0.07142857142857142,,0.07142857142857142,0.7857142857142857,0.0,0.0,0.07142857142857142,1.05090228108783,0.7476561353019691,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,1.0
dilpreet bajwa,18,1.2857142857142858,2,1,2,3,1.7142857142857142,1.9285714285714286,14,128.57142857142858,0.21428571428571427,,0.21428571428571427,2.2,1.1666666666666667,0.0,0.14285714285714285,1.9386185179765922,0.6632112561500633,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,2.2
dinesh chandimal,74,0.9866666666666667,6,3,6,9,1.6933333333333334,2.3333333333333335,75,98.66666666666667,0.12,,0.12,0.0,0.0,0.9866666666666667,0.08,1.5552294810537572,0.6344182927781508,1.0,1.25,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,1.3333333333333333,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.2727272727272727,0.0,0.0,0.9866666666666667
dinesh karthik,17,0.7391304347826086,1,0,2,1,1.6521739130434783,2.4782608695652173,23,73.91304347826086,0.043478260869565216,,0.043478260869565216,1.125,0.5333333333333333,0.0,0.08695652173913043,0.8643121965600912,0.8551650463330867,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.4,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.7391304347826086
dinesh nakrani,7,0.5384615384615384,1,0,3,1,2.0,2.0,13,53.84615384615385,0.07692307692307693,,0.07692307692307693,0.0,0.0,0.7,0.23076923076923078,1.126601424298216,0.4779516951571956,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.5,0.0,0.0,0.5384615384615384
dipendra singh airee,1,0.16666666666666666,0,0,1,0,1.8333333333333333,3.1666666666666665,6,16.666666666666664,0.0,,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.408248290463863,0.40824729046631253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0
divan la cock,8,1.1428571428571428,1,0,1,1,2.0,2.4285714285714284,7,114.28571428571428,0.14285714285714285,,0.14285714285714285,0.0,0.0,1.1428571428571428,0.14285714285714285,1.4638501094227998,0.7807195250258575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0
donald tiripano,2,0.3333333333333333,0,0,2,0,1.5,3.1666666666666665,6,33.33333333333333,0.0,,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.816496580927726,0.40824779046447535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
dushmantha chameera,18,0.72,1,0,3,1,1.56,2.2,25,72.0,0.04,,0.04,0.7272727272727273,0.6666666666666666,0.0,0.12,0.8906926143924926,0.808358776088323,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.5333333333333333,1.0
dwaine pretorius,0,0.0,0,0,2,0,2.5,2.0,2,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dwayne bravo,97,1.0104166666666667,5,3,7,8,1.75,2.25,96,101.04166666666667,0.08333333333333333,,0.08333333333333333,1.4,0.9863013698630136,0.5,0.07291666666666667,1.2855045429031209,0.7860072422440068,2.0,0.25,0.0,0.0,0.0,0.0,1.1818181818181819,0.9285714285714286,1.0909090909090908,1.1538461538461537,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.46153846153846156,0.0,0.0,0.6666666666666666,1.1176470588235294,0.9655172413793104,1.0
dylan budge,0,0.0,0,0,1,0,1.0,2.0,2,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elton chigumbura,67,1.6341463414634145,1,5,3,6,2.268292682926829,1.8048780487804879,41,163.41463414634146,0.14634146341463414,,0.14634146341463414,1.7,1.4545454545454546,0.0,0.07317073170731707,1.8809053346856084,0.8688079312235186,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,1.0,0.0,0.0,1.0,0.0,1.6341463414634145,0.0
eoin morgan,142,1.1833333333333333,8,6,6,14,1.675,2.066666666666667,120,118.33333333333333,0.11666666666666667,,0.11666666666666667,1.702127659574468,0.9642857142857143,0.47058823529411764,0.05,1.4949963229393717,0.7915287306379494,0.0,1.25,0.0,0.0,0.0,0.0,0.7222222222222222,0.875,1.4642857142857142,1.0,0.0,0.0,1.0769230769230769,0.0,0.0,1.7,0.0,0.5333333333333333,0.0,0.0,1.5454545454545454,0.0,0.0,1.1932773109243697
evin lewis,157,1.097902097902098,13,8,9,21,1.4405594405594406,2.5734265734265733,143,109.79020979020979,0.14685314685314685,,0.14685314685314685,0.0,0.9795918367346939,1.1595744680851063,0.06293706293706294,1.6500733458503314,0.6653652307625673,1.0,0.7142857142857143,0.0,0.0,2.6666666666666665,2.3333333333333335,0.75,1.0,1.2777777777777777,1.0,0.0,0.0,0.42857142857142855,0.0,0.0,1.5,0.0,1.1851851851851851,0.8,0.0,0.8333333333333334,1.3333333333333333,0.7560975609756098,1.0
faf du plessis,98,1.1264367816091954,10,2,3,12,1.6091954022988506,2.1379310344827585,87,112.64367816091954,0.13793103448275862,,0.13793103448275862,1.0,1.0925925925925926,1.1935483870967742,0.034482758620689655,1.4289742434343677,0.7882829228741164,0.0,2.0,0.0,0.0,0.0,0.0,0.8888888888888888,1.1666666666666667,1.2857142857142858,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,1.25,1.0,0.0,1.0666666666666667,0.0,1.5185185185185186,0.95
fakhar zaman,161,1.248062015503876,9,8,7,17,1.573643410852713,1.7751937984496124,129,124.8062015503876,0.13178294573643412,,0.13178294573643412,1.6896551724137931,1.0,1.3636363636363635,0.05426356589147287,1.6155059566971677,0.7725513098720933,2.5,1.3,0.0,0.0,1.6666666666666667,0.0,1.1111111111111112,0.6666666666666666,1.1111111111111112,1.3125,0.0,0.0,0.75,0.0,0.0,0.6666666666666666,0.0,1.4615384615384615,0.0,0.0,1.4210526315789473,1.4,1.25,1.2150537634408602
fareed ahmad,2,0.5,0,0,0,0,1.75,3.0,4,50.0,0.0,,0.0,0.5,0.0,0.0,0.0,1.0,0.49999950000050003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
fayyaz butt,9,0.6,1,0,3,1,1.9333333333333333,1.0666666666666667,15,60.0,0.06666666666666667,,0.06666666666666667,0.8571428571428571,0.375,0.0,0.2,1.1212238211627763,0.5351290737372052,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.8571428571428571
fazalhaq farooqi,0,0.0,0,0,1,0,1.5,0.0,2,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finn allen,124,1.6103896103896105,14,6,7,20,1.7532467532467533,2.4415584415584415,77,161.03896103896105,0.2597402597402597,,0.2597402597402597,0.0,0.0,1.6103896103896105,0.09090909090909091,1.9477101545677746,0.8268113095788987,2.0,1.0,0.0,0.0,0.25,0.0,2.0,2.4,1.6428571428571428,1.8333333333333333,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.4,1.7894736842105263,0.0,1.5517241379310345
fionn hand,12,1.0909090909090908,2,0,3,2,1.6363636363636365,1.8181818181818181,11,109.09090909090908,0.18181818181818182,,0.18181818181818182,1.2,1.0,0.0,0.2727272727272727,1.513574937328539,0.7207494939662856,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,1.25,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.5,1.0
fred klaassen,13,0.7222222222222222,0,0,3,0,1.7777777777777777,2.7222222222222223,18,72.22222222222221,0.0,,0.0,1.0,0.16666666666666666,0.0,0.16666666666666666,0.8264420947336313,0.8738922580688991,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.14285714285714285
gareth delany,159,1.2421875,14,5,8,19,1.7109375,1.9375,128,124.21875,0.1484375,,0.1484375,1.7619047619047619,1.1734693877551021,0.7777777777777778,0.0625,1.5253557413912582,0.8143586783948107,4.0,0.8,0.0,0.0,2.0714285714285716,0.0,0.3333333333333333,1.0,1.3846153846153846,0.5714285714285714,0.0,0.0,0.25,0.0,0.0,1.0,0.0,1.0833333333333333,1.2857142857142858,0.0,1.325,1.2435897435897436,1.375,1.1764705882352942
gary wilson,38,1.027027027027027,5,0,2,5,2.4054054054054053,2.4054054054054053,37,102.7027027027027,0.13513513513513514,,0.13513513513513514,0.3333333333333333,1.1,1.0,0.05405405405405406,1.3225918679809163,0.7765254538192822,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,1.0588235294117647,0.0,1.0,1.0303030303030303
george dockrell,148,1.2758620689655173,12,2,7,14,1.5948275862068966,2.336206896551724,116,127.58620689655173,0.1206896551724138,,0.1206896551724138,1.6285714285714286,1.2575757575757576,0.5333333333333333,0.0603448275862069,1.316029647456131,0.9694774748838418,0.0,3.3333333333333335,0.0,0.0,1.0,0.0,1.75,0.0,1.0,1.3333333333333333,0.0,0.0,1.1818181818181819,0.0,0.0,1.3846153846153846,0.0,0.9166666666666666,0.0,0.0,1.3846153846153846,1.372093023255814,1.297872340425532,1.0769230769230769
george munsey,472,1.2388451443569555,54,12,16,66,1.5013123359580052,1.8845144356955381,381,123.88451443569555,0.1732283464566929,,0.1732283464566929,1.3157894736842106,1.2190476190476192,1.2412451361867705,0.04199475065616798,1.615113725720036,0.7670322885605941,1.0,1.2962962962962963,0.75,0.0,0.9166666666666666,0.0,1.4583333333333333,1.0833333333333333,1.1063829787234043,1.6875,0.0,0.0,1.8461538461538463,0.0,0.0,1.1956521739130435,0.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.8867924528301887,1.386138613861386,1.2923076923076924,1.1534883720930234
gerhard erasmus,314,1.064406779661017,24,6,13,30,1.8338983050847457,2.301694915254237,295,106.4406779661017,0.1016949152542373,,0.1016949152542373,1.3666666666666667,1.1036036036036037,0.6511627906976745,0.04406779661016949,1.3474292368258893,0.7899531646019877,0.0,1.5,0.0,0.0,0.0,0.0,1.25,0.5789473684210527,0.8947368421052632,1.04,0.0,0.0,0.5833333333333334,0.0,0.0,0.8,0.0,1.2285714285714286,0.0,1.3,1.1875,1.3083333333333333,0.85,0.9111111111111111
glenn maxwell,315,1.25,27,10,12,37,1.5634920634920635,2.1904761904761907,252,125.0,0.14682539682539683,,0.14682539682539683,1.5681818181818181,1.2268041237113403,0.5714285714285714,0.047619047619047616,1.5295886487101515,0.8172126433086682,0.0,1.65,0.0,0.0,0.5,0.75,1.3055555555555556,1.6470588235294117,1.125,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,1.2195121951219512,0.0,1.6923076923076923,0.6666666666666666,0.0,1.0566037735849056,0.96,1.125,1.4307692307692308
glenn phillips,379,1.3633093525179856,27,15,12,42,1.6402877697841727,2.3920863309352516,278,136.33093525179856,0.1510791366906475,,0.1510791366906475,1.6625,1.2824858757062148,0.9047619047619048,0.04316546762589928,1.6192721939969104,0.8419267098178042,2.8333333333333335,0.5,0.0,0.0,1.625,0.0,1.34375,1.875,1.3518518518518519,1.1481481481481481,0.0,0.0,0.0,0.0,0.0,1.42,0.0,1.5476190476190477,1.4444444444444444,0.0,0.7,1.373134328358209,0.0,1.3601895734597156
grant elliott,52,1.1304347826086956,4,0,1,4,1.5434782608695652,2.4565217391304346,46,113.04347826086956,0.08695652173913043,,0.08695652173913043,1.2142857142857142,0.25,0.0,0.021739130434782608,1.0874781357122423,1.039500203255228,0.0,0.7142857142857143,0.0,0.0,1.0,0.0,0.0,0.0,0.7857142857142857,1.1111111111111112,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,1.3333333333333333,0.8421052631578947
gudakesh motie,0,0.0,0,0,0,0,0.0,4.0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gulbadin naib,235,1.1809045226130652,20,6,9,26,1.6381909547738693,2.1608040201005023,199,118.09045226130652,0.1306532663316583,,0.1306532663316583,1.434782608695652,1.1037735849056605,1.1063829787234043,0.04522613065326633,1.4590148834854184,0.8093842815418996,1.1875,0.4166666666666667,0.0,0.0,0.0,0.0,0.6,1.2352941176470589,0.9444444444444444,1.625,0.0,1.5,1.2727272727272727,0.0,0.0,1.7142857142857142,0.0,0.9166666666666666,0.0,0.0,0.5833333333333334,0.9032258064516129,0.9545454545454546,1.3306451612903225
gulsan jha,16,0.9411764705882353,0,1,1,1,1.0,1.8823529411764706,17,94.11764705882352,0.058823529411764705,,0.058823529411764705,1.3,0.42857142857142855,0.0,0.058823529411764705,1.3906198364081268,0.6768030838795902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.6666666666666665,0.9411764705882353,0.0,0.0
haider ali,2,0.4,0,0,2,0,1.6,2.0,5,40.0,0.0,,0.0,0.0,0.4,0.0,0.4,0.894427190999916,0.4472130955005169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
hamilton masakadza,42,1.4,5,2,2,7,2.7333333333333334,2.2,30,140.0,0.23333333333333334,,0.23333333333333334,0.0,0.0,1.4,0.06666666666666667,1.922641860601691,0.7281643557877775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.9,0.0,1.0,0.0,0.0,0.0,0.0,1.4,0.0
hardik pandya,244,1.3942857142857144,17,10,10,27,1.64,2.3314285714285714,175,139.42857142857144,0.15428571428571428,,0.15428571428571428,1.839080459770115,0.9545454545454546,0.0,0.05714285714285714,1.6640110205521126,0.8379060349714877,2.0,0.8461538461538461,0.0,0.0,2.6,0.0,0.782608695652174,0.0,1.175,1.9615384615384615,0.0,0.0,0.0,0.0,0.0,1.75,0.0,3.0,0.8571428571428571,0.0,1.1875,0.6666666666666666,0.0,1.4478527607361964
haris rauf,15,1.5,0,1,1,1,2.2,2.4,10,150.0,0.1,,0.1,1.5,0.0,0.0,0.1,1.7159383568311668,0.8741567666878723,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7142857142857142
harmeet singh,11,1.1,0,1,1,1,1.2,3.1,10,110.00000000000001,0.1,,0.1,1.375,0.0,0.0,0.1,1.9692073983655907,0.5586000958115866,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0
harry brook,78,1.04,4,1,5,5,1.6266666666666667,2.2666666666666666,75,104.0,0.06666666666666667,,0.06666666666666667,1.6111111111111112,0.8076923076923077,1.4,0.06666666666666667,1.2018004511250293,0.8653675688496101,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.8461538461538461,0.6923076923076923,1.1,0.75,0.0,0.0,1.6923076923076923,0.0,0.0,3.0,0.0,0.3333333333333333,0.0,0.0,0.5,1.3125,0.8636363636363636,1.027027027027027
harry tector,102,0.918918918918919,5,1,10,6,1.5495495495495495,2.234234234234234,111,91.8918918918919,0.05405405405405406,,0.05405405405405406,0.8666666666666667,1.0,0.7666666666666667,0.09009009009009009,1.1687999683835408,0.7862065003161229,0.0,0.8,0.0,0.0,1.0,0.0,1.1428571428571428,0.0,0.29411764705882354,2.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,0.0,0.9615384615384616,0.0,0.0,0.7142857142857143,0.7837837837837838,0.9833333333333333,1.0
hasan mahmud,0,0.0,0,0,0,0,2.0,2.4,5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hashim amla,114,1.2954545454545454,13,3,3,16,2.215909090909091,1.9545454545454546,88,129.54545454545453,0.18181818181818182,,0.18181818181818182,1.5555555555555556,1.131578947368421,1.3902439024390243,0.03409090909090909,1.5841099673680277,0.8177801758464688,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.0,0.0,0.0,1.6666666666666667,0.0,1.6428571428571428,0.0,0.0,0.8666666666666667,0.0,1.0,1.3132530120481927
hayden walsh,0,0.0,0,0,1,0,2.0,2.0,1,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hazratullah zazai,109,1.058252427184466,9,6,6,15,1.174757281553398,2.436893203883495,103,105.8252427184466,0.14563106796116504,,0.14563106796116504,0.0,1.0714285714285714,1.0561797752808988,0.05825242718446602,1.6793161698741879,0.6301682887359205,1.375,1.5714285714285714,0.0,0.0,0.6,0.0,2.3333333333333335,0.0,0.8823529411764706,0.7407407407407407,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,2.75,0.0,0.0,0.5,1.1515151515151516,0.0,1.0142857142857142
heinrich klaasen,121,1.0707964601769913,8,5,5,13,1.6106194690265487,2.1946902654867255,113,107.07964601769913,0.11504424778761062,,0.11504424778761062,1.0,1.3013698630136987,0.2631578947368421,0.04424778761061947,1.5101845568345758,0.7090495968067885,2.6666666666666665,0.7,0.0,0.0,0.0,0.0,1.4285714285714286,1.8,0.7272727272727273,0.9411764705882353,0.0,0.0,0.4,0.0,0.0,0.6,0.0,1.2307692307692308,0.0,0.0,0.75,1.0192307692307692,0.0,1.6666666666666667
henry nicholls,7,0.6363636363636364,1,0,1,1,2.090909090909091,2.090909090909091,11,63.63636363636363,0.09090909090909091,,0.09090909090909091,0.0,0.0,0.6363636363636364,0.09090909090909091,1.2060453783110545,0.5276444155114491,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0
hiri hiri,29,0.7435897435897436,3,0,3,3,1.6666666666666667,1.4871794871794872,39,74.35897435897436,0.07692307692307693,,0.07692307692307693,0.0,0.6333333333333333,1.1111111111111112,0.07692307692307693,1.2078242447507945,0.615643485530198,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.23529411764705882,0.5,0.0,1.0588235294117647
ibrahim zadran,204,1.1724137931034482,17,5,7,22,1.6781609195402298,2.2471264367816093,174,117.24137931034481,0.12643678160919541,,0.12643678160919541,0.0,1.1359223300970873,1.2253521126760563,0.040229885057471264,1.5334942270998397,0.7645369691307928,0.0,0.6,2.111111111111111,0.0,0.25,0.0,0.9230769230769231,0.8888888888888888,0.8181818181818182,1.2,0.0,1.0,1.2857142857142858,0.0,0.0,2.888888888888889,0.0,1.6111111111111112,0.0,0.0,0.8571428571428571,1.4210526315789473,0.0,1.1419354838709677
iftikhar ahmed,144,1.2,9,6,7,15,1.85,2.4833333333333334,120,120.0,0.125,,0.125,1.2121212121212122,1.2602739726027397,0.8571428571428571,0.058333333333333334,1.5803414161492568,0.7593291097786146,0.0,0.3333333333333333,0.0,0.0,2.111111111111111,0.8181818181818182,0.0,0.0,1.0263157894736843,1.0,0.0,0.0,1.8333333333333333,0.0,0.0,1.625,0.0,1.375,0.3333333333333333,0.0,2.1,1.0,1.2,1.2613636363636365
imad wasim,23,0.696969696969697,1,0,2,1,1.3333333333333333,2.5757575757575757,33,69.6969696969697,0.030303030303030304,,0.030303030303030304,0.5714285714285714,0.7894736842105263,0.0,0.06060606060606061,0.8833476270999037,0.7890086377989832,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.25,0.6521739130434783,0.0,0.8888888888888888
ish sodhi,10,1.1111111111111112,0,0,1,0,1.5555555555555556,3.4444444444444446,9,111.11111111111111,0.0,,0.0,1.1111111111111112,0.0,0.0,0.1111111111111111,0.7817359599705717,1.4213362908579104,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112
ishan kishan,4,0.5,1,0,1,1,1.5,2.25,8,50.0,0.125,,0.125,0.0,0.0,0.5,0.125,1.4142135623730951,0.35355314059345055,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
jack	brassell,2,0.6666666666666666,0,0,0,0,1.3333333333333333,1.3333333333333333,3,66.66666666666666,0.0,,0.0,0.5,1.0,0.0,0.0,0.5773502691896258,1.1546985383827153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
jaker ali,23,1.4375,3,0,1,3,1.9375,2.0625,16,143.75,0.1875,,0.1875,1.4375,0.0,0.0,0.0625,1.459166428707386,0.9851508276013397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,1.0,1.4375,0.0,0.0
