,Batsman_Name_clean,total_runs,avg_runs,total_4s,total_6s,total_wickets,total_boundaries,mode_pitchLine,mode_pitchLength,balls_faced,strike_rate,boundary_rate,dot_ball_pct,dismissal_ratio,avg_runs_death,avg_runs_middle,avg_runs_powerplay,run_std,consistency_index,avg_vs_left-arm_fast,avg_vs_left-arm_fast-medium,avg_vs_left-arm_medium,"avg_vs_left-arm_medium,slow_left-arm_orthodox",avg_vs_left-arm_medium-fast,avg_vs_left-arm_wrist-spin,avg_vs_legbreak,avg_vs_legbreak_googly,avg_vs_right-arm_fast,avg_vs_right-arm_fast-medium,"avg_vs_right-arm_fast-medium,legbreak","avg_vs_right-arm_fast-medium,legbreak_googly",avg_vs_right-arm_medium,"avg_vs_right-arm_medium,legbreak","avg_vs_right-arm_medium,right-arm_offbreak",avg_vs_right-arm_medium-fast,"avg_vs_right-arm_medium-fast,right-arm_offbreak",avg_vs_right-arm_offbreak,"avg_vs_right-arm_offbreak,legbreak","avg_vs_right-arm_offbreak,legbreak_googly",avg_vs_slow_left-arm_orthodox,avg_runs_day,avg_runs_daynight,avg_runs_night
0,aamir kaleem,0,0.0,0,0,2,0,2,2,5,0.0,0.0,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aaron finch,333,1.1978417266187051,23,13,11,36,2,2,278,119.78417266187051,0.12949640287769784,,0.039568345323741004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aaron johnson,101,1.3466666666666667,12,4,4,16,2,2,75,134.66666666666666,0.21333333333333335,,0.05333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aaron jones,152,1.6344086021505377,6,13,1,19,2,2,93,163.44086021505376,0.20430107526881722,,0.010752688172043012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aaron phangiso,4,0.8,0,0,0,0,2,2,5,80.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aasif sheikh,4,0.5,1,0,1,1,2,0,8,50.0,0.125,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,aayan afzal khan,25,0.8620689655172413,1,0,2,1,2,2,29,86.20689655172413,0.034482758620689655,,0.06896551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ab de villiers,117,1.8,5,9,3,14,2,2,65,180.0,0.2153846153846154,,0.046153846153846156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abinash bohara,0,0.0,0,0,1,0,2,4,1,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,adam milne,2,1.0,0,0,1,0,1,2,2,100.0,0.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,adam zampa,4,0.5714285714285714,0,0,1,0,2,0,7,57.14285714285714,0.0,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,adil rashid,7,1.1666666666666667,0,0,0,0,1,2,6,116.66666666666667,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,afif hossain,152,1.1875,10,3,11,13,1,2,128,118.75,0.1015625,,0.0859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,ahmed shehzad,109,1.028301886792453,13,0,4,13,2,2,106,102.8301886792453,0.12264150943396226,,0.03773584905660377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,aiden markram,293,1.3440366972477065,23,11,10,34,2,2,218,134.40366972477065,0.1559633027522936,,0.045871559633027525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,aizaz khan,9,1.2857142857142858,1,0,0,1,4,2,7,128.57142857142858,0.14285714285714285,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ajay lalcheta,7,0.875,1,0,1,1,2,2,8,87.5,0.125,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,ajinkya rahane,41,1.1388888888888888,2,0,1,2,2,2,36,113.88888888888889,0.05555555555555555,,0.027777777777777776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,akeal hosein,46,0.92,2,1,1,3,2,0,50,92.0,0.06,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,al-amin hossain,0,0.0,0,0,1,0,1,2,2,0.0,0.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,alasdair evans,0,0.0,0,0,2,0,1,4,2,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,alei nao,17,0.7391304347826086,2,0,1,2,1,2,23,73.91304347826086,0.08695652173913043,,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,alex hales,286,1.3816425120772946,28,11,10,39,2,2,207,138.16425120772945,0.18840579710144928,,0.04830917874396135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,alishan sharafu,4,1.0,0,0,1,0,2,4,4,100.0,0.0,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,alpesh ramjani,13,0.7222222222222222,2,0,3,2,2,2,18,72.22222222222221,0.1111111111111111,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,alzarri joseph,6,0.8571428571428571,1,0,2,1,2,2,7,85.71428571428571,0.14285714285714285,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,amir ali,40,1.8181818181818181,6,1,2,7,2,2,22,181.8181818181818,0.3181818181818182,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,amir hamza,5,0.5555555555555556,0,0,0,0,2,2,9,55.55555555555556,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,andre fletcher,109,1.1978021978021978,8,6,0,14,2,2,91,119.78021978021978,0.15384615384615385,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,andre russell,181,1.547008547008547,18,8,7,26,2,2,117,154.7008547008547,0.2222222222222222,,0.05982905982905983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,andrew poynter,12,1.2,0,1,1,1,2,0,10,120.0,0.1,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,andries gous,115,1.369047619047619,12,4,3,16,2,2,84,136.9047619047619,0.19047619047619047,,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,andy balbirnie,256,1.1130434782608696,17,11,12,28,2,2,230,111.30434782608695,0.12173913043478261,,0.05217391304347826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,andy mcbrine,8,2.0,1,0,0,1,1,2,4,200.0,0.25,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,angelo mathews,147,1.1136363636363635,7,8,4,15,2,2,132,111.36363636363636,0.11363636363636363,,0.030303030303030304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,anil sah,12,0.9230769230769231,2,0,1,2,2,2,13,92.3076923076923,0.15384615384615385,,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,anrich nortje,8,0.8888888888888888,1,0,3,1,2,0,9,88.88888888888889,0.1111111111111111,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,anshy rath,66,1.064516129032258,3,0,2,3,1,2,62,106.4516129032258,0.04838709677419355,,0.03225806451612903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,aqib ilyas,141,1.165289256198347,14,5,6,19,2,0,121,116.5289256198347,0.15702479338842976,,0.049586776859504134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,arafat sunny,8,2.0,0,1,0,1,4,0,4,200.0,0.25,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,arshdeep singh,11,0.7857142857142857,1,0,0,1,2,2,14,78.57142857142857,0.07142857142857142,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,aryan dutt,16,1.4545454545454546,1,1,0,2,2,2,11,145.45454545454547,0.18181818181818182,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,aryan lakra,1,0.3333333333333333,0,0,1,0,1,2,3,33.33333333333333,0.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,asghar afghan,186,1.1204819277108433,8,9,8,17,2,2,166,112.04819277108433,0.10240963855421686,,0.04819277108433735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,ashish nehra,2,0.3333333333333333,0,0,1,0,2,2,6,33.33333333333333,0.0,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,ashton agar,35,1.206896551724138,0,3,2,3,1,2,29,120.6896551724138,0.10344827586206896,,0.06896551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,asif ali,59,2.185185185185185,1,7,2,8,1,0,27,218.5185185185185,0.2962962962962963,,0.07407407407407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,assad vala,107,1.1888888888888889,10,4,7,14,1,2,90,118.88888888888889,0.15555555555555556,,0.07777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,avishka fernando,58,0.90625,1,2,5,3,1,2,64,90.625,0.046875,,0.078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,axar patel,31,1.1071428571428572,3,1,3,4,2,2,28,110.71428571428572,0.14285714285714285,,0.10714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,ayaan khan,110,0.9649122807017544,6,3,4,9,2,2,114,96.49122807017544,0.07894736842105263,,0.03508771929824561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,azam khan,0,0.0,0,0,1,0,1,2,1,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,azmatullah omarzai,47,1.0681818181818181,2,2,4,4,2,2,44,106.81818181818181,0.09090909090909091,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,babar azam,546,1.1543340380549683,47,8,15,55,2,2,473,115.43340380549682,0.11627906976744186,,0.03171247357293869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,babar hayat,27,1.08,4,0,3,4,2,2,25,108.0,0.16,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,barry mccarthy,44,1.0476190476190477,1,2,3,3,2,0,42,104.76190476190477,0.07142857142857142,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,bas de leede,120,0.7643312101910829,9,1,8,10,2,2,157,76.43312101910828,0.06369426751592357,,0.050955414012738856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,basil hameed,25,1.25,2,2,2,4,2,4,20,125.0,0.2,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,ben cooper,31,1.24,5,0,3,5,1,2,25,124.0,0.2,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,ben shikongo,0,0.0,0,0,1,0,1,0,4,0.0,0.0,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,ben stokes,178,1.2447552447552448,12,4,9,16,1,2,143,124.47552447552448,0.11188811188811189,,0.06293706293706294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,ben white,3,0.75,0,0,1,0,1,2,4,75.0,0.0,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,bernard scholtz,13,0.65,0,0,2,0,1,2,20,65.0,0.0,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,bhanuka rajapaksa,298,1.3423423423423424,27,10,11,37,2,2,222,134.23423423423424,0.16666666666666666,,0.04954954954954955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,bhuvneshwar kumar,11,1.1,0,0,0,0,1,2,10,110.00000000000001,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,bilal hassan,9,0.5625,1,0,1,1,1,2,16,56.25,0.0625,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,bilal khan,4,0.5714285714285714,0,0,1,0,1,0,7,57.14285714285714,0.0,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,blessing muzarabani,3,0.25,0,0,1,0,2,2,12,25.0,0.0,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,brad evans,23,1.2777777777777777,0,1,2,1,2,0,18,127.77777777777777,0.05555555555555555,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,brad wheal,3,0.5,0,0,1,0,1,0,6,50.0,0.0,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,brandon glover,0,0.0,0,0,2,0,2,4,3,0.0,0.0,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,brandon king,134,1.2293577981651376,17,2,4,19,2,2,109,122.93577981651376,0.1743119266055046,,0.03669724770642202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,brandon mcmullen,81,1.653061224489796,11,2,1,13,2,2,49,165.3061224489796,0.2653061224489796,,0.02040816326530612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,brian masaba,3,0.42857142857142855,0,0,2,0,2,2,7,42.857142857142854,0.0,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,calum macleod,98,0.8305084745762712,6,0,9,6,2,2,118,83.05084745762711,0.05084745762711865,,0.07627118644067797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,cameron green,3,1.5,0,0,1,0,2,2,2,150.0,0.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,carlos brathwaite,55,2.037037037037037,0,7,1,7,2,2,27,203.70370370370372,0.25925925925925924,,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,chad soper,56,0.8615384615384616,2,2,6,4,2,2,65,86.15384615384616,0.06153846153846154,,0.09230769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,chamara kapugedera,57,0.9661016949152542,4,1,3,5,2,2,59,96.61016949152543,0.0847457627118644,,0.05084745762711865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,chamika karunaratne,62,1.0333333333333334,4,0,8,4,2,2,60,103.33333333333334,0.06666666666666667,,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,charith asalanka,417,1.3238095238095238,32,12,12,44,2,2,315,132.38095238095238,0.13968253968253969,,0.0380952380952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,charles amini,57,1.0961538461538463,4,1,2,5,1,2,52,109.61538461538463,0.09615384615384616,,0.038461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,chirag suri,17,0.6296296296296297,2,0,1,2,2,2,27,62.96296296296296,0.07407407407407407,,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,chris gayle,172,1.4956521739130435,11,14,8,25,1,2,115,149.56521739130434,0.21739130434782608,,0.06956521739130435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,chris greaves,135,1.062992125984252,9,2,6,11,2,2,127,106.29921259842521,0.08661417322834646,,0.047244094488188976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,chris jordan,40,1.0256410256410255,4,0,3,4,1,2,39,102.56410256410255,0.10256410256410256,,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,chris morris,16,0.9411764705882353,2,0,1,2,2,2,17,94.11764705882352,0.11764705882352941,,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,chris woakes,12,2.0,1,1,1,2,2,4,6,200.0,0.3333333333333333,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,colin ackermann,227,1.0809523809523809,15,6,11,21,2,2,210,108.09523809523809,0.1,,0.05238095238095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,colin munro,128,1.2190476190476192,11,4,4,15,1,2,105,121.90476190476191,0.14285714285714285,,0.0380952380952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,corey anderson,110,1.0185185185185186,9,2,6,11,1,2,108,101.85185185185186,0.10185185185185185,,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,cosmas kyewuta,3,0.375,0,0,1,0,1,2,8,37.5,0.0,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,cp rizwan,44,1.3333333333333333,3,1,2,4,2,2,33,133.33333333333331,0.12121212121212122,,0.06060606060606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,craig ervine,129,1.0,13,0,7,13,2,2,129,100.0,0.10077519379844961,,0.05426356589147287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,craig wallace,4,0.3076923076923077,0,0,1,0,1,2,13,30.76923076923077,0.0,,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,craig williams,127,0.8819444444444444,9,4,9,13,2,2,144,88.19444444444444,0.09027777777777778,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,craig young,3,0.42857142857142855,0,0,1,0,1,2,7,42.857142857142854,0.0,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,curtis campher,166,1.2671755725190839,13,3,9,16,2,2,131,126.71755725190839,0.12213740458015267,,0.06870229007633588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,damien ravu,7,1.0,1,0,2,1,2,0,7,100.0,0.14285714285714285,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,danushka gunathilaka,0,0.0,0,0,1,0,1,4,1,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,daren sammy,9,0.6428571428571429,0,0,3,0,2,2,14,64.28571428571429,0.0,,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,darwish rasooli,16,1.1428571428571428,1,0,1,1,2,4,14,114.28571428571428,0.07142857142857142,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,daryl mitchell,350,1.3779527559055118,22,11,10,33,2,2,254,137.79527559055117,0.12992125984251968,,0.03937007874015748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,dasun shanaka,219,1.095,16,9,12,25,2,2,200,109.5,0.125,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,david miller,275,1.2331838565022422,15,13,5,28,2,2,223,123.31838565022422,0.12556053811659193,,0.02242152466367713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,david warner,502,1.4101123595505618,51,17,17,68,1,2,356,141.01123595505618,0.19101123595505617,,0.047752808988764044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,david wiese,369,1.3369565217391304,19,16,10,35,2,2,276,133.69565217391303,0.12681159420289856,,0.036231884057971016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,david willey,43,1.34375,1,4,1,5,2,2,32,134.375,0.15625,,0.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,dawid malan,191,1.0852272727272727,14,2,6,16,2,2,176,108.52272727272727,0.09090909090909091,,0.03409090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,dawlat zadran,10,1.4285714285714286,0,0,0,0,2,1,7,142.85714285714286,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,deepak hooda,0,0.0,0,0,1,0,2,4,3,0.0,0.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,denesh ramdin,36,0.6923076923076923,1,0,3,1,2,2,52,69.23076923076923,0.019230769230769232,,0.057692307692307696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,devon conway,313,1.154981549815498,26,3,9,29,1,2,271,115.4981549815498,0.1070110701107011,,0.033210332103321034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,dhananjaya de silva,201,1.2331288343558282,15,4,7,19,2,2,163,123.31288343558282,0.1165644171779141,,0.04294478527607362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,dilon heyliger,11,0.7857142857142857,1,0,1,1,2,4,14,78.57142857142857,0.07142857142857142,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,dilpreet bajwa,18,1.2857142857142858,2,1,2,3,2,2,14,128.57142857142858,0.21428571428571427,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,dinesh chandimal,74,0.9866666666666667,6,3,6,9,2,2,75,98.66666666666667,0.12,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,dinesh karthik,17,0.7391304347826086,1,0,2,1,2,2,23,73.91304347826086,0.043478260869565216,,0.08695652173913043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,dinesh nakrani,7,0.5384615384615384,1,0,3,1,2,2,13,53.84615384615385,0.07692307692307693,,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,dipendra singh airee,1,0.16666666666666666,0,0,1,0,2,4,6,16.666666666666664,0.0,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,divan la cock,8,1.1428571428571428,1,0,1,1,2,2,7,114.28571428571428,0.14285714285714285,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,donald tiripano,2,0.3333333333333333,0,0,2,0,1,5,6,33.33333333333333,0.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,dushmantha chameera,18,0.72,1,0,3,1,1,2,25,72.0,0.04,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,dwaine pretorius,0,0.0,0,0,2,0,1,2,2,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,dwayne bravo,97,1.0104166666666667,5,3,7,8,2,2,96,101.04166666666667,0.08333333333333333,,0.07291666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,dylan budge,0,0.0,0,0,1,0,1,2,2,0.0,0.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,elton chigumbura,67,1.6341463414634145,1,5,3,6,2,2,41,163.41463414634146,0.14634146341463414,,0.07317073170731707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,eoin morgan,142,1.1833333333333333,8,6,6,14,2,2,120,118.33333333333333,0.11666666666666667,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,evin lewis,157,1.097902097902098,13,8,9,21,2,2,143,109.79020979020979,0.14685314685314685,,0.06293706293706294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,faf du plessis,98,1.1264367816091954,10,2,3,12,2,2,87,112.64367816091954,0.13793103448275862,,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,fakhar zaman,161,1.248062015503876,9,8,7,17,2,2,129,124.8062015503876,0.13178294573643412,,0.05426356589147287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,fareed ahmad,2,0.5,0,0,0,0,2,2,4,50.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,fayyaz butt,9,0.6,1,0,3,1,2,0,15,60.0,0.06666666666666667,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,fazalhaq farooqi,0,0.0,0,0,1,0,1,0,2,0.0,0.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,finn allen,124,1.6103896103896105,14,6,7,20,2,4,77,161.03896103896105,0.2597402597402597,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,fionn hand,12,1.0909090909090908,2,0,3,2,2,2,11,109.09090909090908,0.18181818181818182,,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,fred klaassen,13,0.7222222222222222,0,0,3,0,2,2,18,72.22222222222221,0.0,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,gareth delany,159,1.2421875,14,5,8,19,2,2,128,124.21875,0.1484375,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,gary wilson,38,1.027027027027027,5,0,2,5,2,2,37,102.7027027027027,0.13513513513513514,,0.05405405405405406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,george dockrell,148,1.2758620689655173,12,2,7,14,2,2,116,127.58620689655173,0.1206896551724138,,0.0603448275862069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,george munsey,472,1.2388451443569555,54,12,16,66,2,2,381,123.88451443569555,0.1732283464566929,,0.04199475065616798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,gerhard erasmus,314,1.064406779661017,24,6,13,30,2,2,295,106.4406779661017,0.1016949152542373,,0.04406779661016949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,glenn maxwell,315,1.25,27,10,12,37,2,2,252,125.0,0.14682539682539683,,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,glenn phillips,379,1.3633093525179856,27,15,12,42,2,2,278,136.33093525179856,0.1510791366906475,,0.04316546762589928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,grant elliott,52,1.1304347826086956,4,0,1,4,2,2,46,113.04347826086956,0.08695652173913043,,0.021739130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,gudakesh motie,0,0.0,0,0,0,0,0,4,1,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,gulbadin naib,235,1.1809045226130652,20,6,9,26,2,2,199,118.09045226130652,0.1306532663316583,,0.04522613065326633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,gulsan jha,16,0.9411764705882353,0,1,1,1,0,0,17,94.11764705882352,0.058823529411764705,,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,haider ali,2,0.4,0,0,2,0,2,0,5,40.0,0.0,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,hamilton masakadza,42,1.4,5,2,2,7,4,2,30,140.0,0.23333333333333334,,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,hardik pandya,244,1.3942857142857144,17,10,10,27,2,2,175,139.42857142857144,0.15428571428571428,,0.05714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,haris rauf,15,1.5,0,1,1,1,2,4,10,150.0,0.1,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,harmeet singh,11,1.1,0,1,1,1,2,3,10,110.00000000000001,0.1,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,harry brook,78,1.04,4,1,5,5,2,2,75,104.0,0.06666666666666667,,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,harry tector,102,0.918918918918919,5,1,10,6,2,2,111,91.8918918918919,0.05405405405405406,,0.09009009009009009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,hasan mahmud,0,0.0,0,0,0,0,2,2,5,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,hashim amla,114,1.2954545454545454,13,3,3,16,2,2,88,129.54545454545453,0.18181818181818182,,0.03409090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,hayden walsh,0,0.0,0,0,1,0,2,2,1,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,hazratullah zazai,109,1.058252427184466,9,6,6,15,1,4,103,105.8252427184466,0.14563106796116504,,0.05825242718446602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,heinrich klaasen,121,1.0707964601769913,8,5,5,13,2,2,113,107.07964601769913,0.11504424778761062,,0.04424778761061947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
