Full Name,total_runs,balls_faced,total_fours,total_sixes,total_boundaries,total_wickets,strike_rate,average,dismissal_rate,boundary_pct,dot_ball_pct,vs_left_arm_fast,vs_left_arm_fast_medium,vs_left_arm_medium,vs_left_arm_mediumslow_left_arm_orthodox,vs_left_arm_medium_fast,vs_left_arm_wrist_spin,vs_legbreak,vs_legbreak_googly,vs_right_arm_fast,vs_right_arm_fast_medium,vs_right_arm_fast_mediumlegbreak,vs_right_arm_fast_mediumlegbreak_googly,vs_right_arm_medium,vs_right_arm_mediumlegbreak,vs_right_arm_mediumright_arm_offbreak,vs_right_arm_medium_fast,vs_right_arm_medium_fastright_arm_offbreak,vs_right_arm_offbreak,vs_right_arm_offbreaklegbreak,vs_right_arm_offbreaklegbreak_googly,vs_slow_left_arm_orthodox,avg_runs_death,avg_runs_middle,avg_runs_powerplay,adaptability_index,adaptability_label,run_std,consistency_index
Stephan Baard,148.0,149.0,10.0,2.0,12.0,6.0,99.33,24.67,24.83,8.05,42.95,0.9090909090909091,0.6875,0.0,0.0,0.0,0.0,1.2,0.3333333333333333,1.2692307692307692,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.918918918918919,0.0,1.0,0.0,0.0,0.7894736842105263,0.0,0.9387755102040817,0.9807692307692307,0.592,Medium,1.226989794565689,20.106
Stephan Myburgh,138.0,116.0,21.0,1.0,22.0,7.0,118.97,19.71,16.57,18.97,49.14,0.7142857142857143,1.0,0.0,0.0,1.1818181818181819,0.0,0.0,0.0,0.8076923076923077,1.5,0.0,0.0,0.0,0.0,0.0,1.3571428571428572,0.0,1.5625,0.0,0.0,1.0,0.0,0.8571428571428571,1.2115384615384615,0.526,Medium,1.554178733001968,12.682
Steven Smith,167.0,143.0,14.0,1.0,15.0,7.0,116.78,23.86,20.43,10.49,32.17,1.7777777777777777,1.0833333333333333,0.0,0.0,0.0,1.1,0.6666666666666666,1.125,1.5909090909090908,0.2,0.0,0.0,1.3333333333333333,0.0,0.0,0.9333333333333333,0.0,0.8888888888888888,0.0,0.0,1.1794871794871795,1.4761904761904763,1.0673076923076923,1.1363636363636365,0.701,High,1.253157413842052,19.04
Steven Taylor,44.0,48.0,1.0,2.0,3.0,3.0,91.67,14.67,16.0,6.25,58.33,0.875,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,1.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,1.2,0.625,0.275,Low,1.4332824712993375,10.235
Suresh Raina,40.0,32.0,2.0,2.0,4.0,4.0,125.0,10.0,8.0,12.5,31.25,0.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.1666666666666665,0.0,2.0,0.0,0.0,0.8571428571428571,0.0,1.4444444444444444,0.25,0.21,Low,1.5862310778250641,6.304
Suryakumar Yadav,318.0,207.0,32.0,10.0,42.0,7.0,153.62,45.43,29.57,20.29,30.92,1.625,1.28,0.0,0.6666666666666666,0.6666666666666666,0.0,1.125,0.0,1.4333333333333333,2.238095238095238,0.0,0.0,1.0869565217391304,1.2727272727272727,0.0,1.9090909090909092,0.0,1.0,1.0,0.0,1.65625,2.076923076923077,1.3548387096774193,1.2727272727272727,0.864,High,1.6672079233993033,27.249
Sybrand Engelbrecht,87.0,76.0,6.0,2.0,8.0,2.0,114.47,43.5,38.0,10.53,38.16,0.0,1.0,0.0,0.0,0.8333333333333334,0.0,0.0,1.2857142857142858,1.2692307692307692,0.0,0.0,0.0,1.2307692307692308,0.0,0.6666666666666666,0.375,0.0,1.0,0.0,0.0,1.3333333333333333,1.1764705882352942,1.1272727272727272,0.8333333333333334,0.587,Medium,1.3673442761902979,31.813
Tamim Iqbal,306.0,207.0,24.0,14.0,38.0,3.0,147.83,102.0,69.0,18.36,33.33,0.9,0.6666666666666666,0.0,0.0,0.92,0.0,1.0909090909090908,2.0,1.8,1.4545454545454546,0.0,0.0,2.3333333333333335,0.0,0.0,1.6428571428571428,0.0,1.1428571428571428,0.0,0.0,1.925,1.5757575757575757,1.6538461538461537,1.2254901960784315,0.713,High,1.7079094113956632,59.722
Tanzid Hasan,50.0,41.0,7.0,1.0,8.0,3.0,121.95,16.67,13.67,19.51,51.22,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.3333333333333333,1.375,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.9,0.0,0.0,0.0,0.0,1.5,1.1176470588235294,0.227,Low,1.6415057816305725,10.155
Taskin Ahmed,40.0,51.0,2.0,1.0,3.0,6.0,78.43,6.67,8.5,5.88,50.98,0.3333333333333333,0.0,0.0,0.0,1.75,0.5555555555555556,0.0,1.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,0.0,0.2,0.0,0.0,0.75,0.5833333333333334,0.9629629629629629,0.0,0.36,Medium,1.2379616389888028,5.388
Temba Bavuma,165.0,145.0,12.0,4.0,16.0,8.0,113.79,20.62,18.12,11.03,41.38,1.8571428571428572,0.7777777777777778,0.0,0.0,1.0,0.0,0.6,0.0,1.205128205128205,1.5,0.0,0.0,0.8888888888888888,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.3333333333333333,1.5714285714285714,1.1428571428571428,1.0379746835443038,0.737,High,1.400487075489228,14.723
Thisara Perera,89.0,54.0,7.0,4.0,11.0,3.0,164.81,29.67,18.0,20.37,27.78,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.3636363636363635,1.8333333333333333,0.0,0.0,0.875,0.0,0.0,0.0,0.0,2.4,0.0,0.0,1.6,1.7142857142857142,1.5142857142857142,0.0,0.498,Medium,1.7967322430587014,16.513
Tillakaratne Dilshan,126.0,106.0,12.0,4.0,16.0,5.0,118.87,25.2,21.2,15.09,39.62,0.0,1.0,0.0,0.0,0.0,0.0,0.875,0.8888888888888888,2.05,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.411764705882353,0.0,0.0,0.95,1.5384615384615385,1.0943396226415094,1.2,0.48,Medium,1.5498891361100013,16.259
Tim David,48.0,30.0,4.0,2.0,6.0,3.0,160.0,16.0,10.0,20.0,23.33,0.0,0.75,0.0,0.0,1.6666666666666667,0.0,0.75,0.0,0.0,2.111111111111111,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5714285714285714,1.6363636363636365,1.3333333333333333,0.0,0.3,Low,1.6899449631554941,9.468
Tim Pringle,54.0,68.0,1.0,1.0,2.0,6.0,79.41,9.0,11.33,2.94,52.94,1.0,0.0,0.0,0.0,1.2727272727272727,0.0,1.0,0.0,1.0,0.16666666666666666,0.0,0.0,1.25,0.0,0.0,0.6428571428571429,0.0,1.125,0.0,0.0,0.5,0.723404255319149,0.8695652173913043,0.0,0.549,Medium,1.0655532491190078,8.446
Tom Cooper,126.0,122.0,9.0,3.0,12.0,9.0,103.28,14.0,13.56,9.84,42.62,0.0,0.7142857142857143,0.0,0.0,1.6666666666666667,0.0,0.36363636363636365,0.0,1.2307692307692308,1.0476190476190477,0.0,0.0,1.1666666666666667,0.0,0.0,0.7777777777777778,0.0,1.1,1.0,0.0,1.15,1.1428571428571428,1.0097087378640777,1.0769230769230769,0.655,Medium,1.357815353789316,10.311
Tony Ura,29.0,36.0,1.0,0.0,1.0,5.0,80.56,5.8,7.2,2.78,55.56,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.2,0.0,0.0,0.5,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.7837837837837838,0.291,Low,1.2278059730704634,4.724
Towhid Hridoy,92.0,68.0,3.0,6.0,9.0,3.0,135.29,30.67,22.67,13.24,41.18,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,3.0,0.0,1.0454545454545454,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.7142857142857143,0.0,0.0,1.2,1.3333333333333333,1.28125,0.6666666666666666,0.311,Low,1.716160097267168,17.871
Travis Head,80.0,45.0,9.0,5.0,14.0,2.0,177.78,40.0,22.5,31.11,44.44,2.1666666666666665,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,3.0,0.0,1.8421052631578947,0.0,0.0,0.0,0.0,0.0,1.7777777777777777,0.291,Low,2.1520485894405663,18.587
Tristan Stubbs,81.0,101.0,3.0,2.0,5.0,6.0,80.2,13.5,16.83,4.95,50.5,1.5,0.5,0.0,0.0,1.25,0.0,1.2222222222222223,0.0,0.7777777777777778,0.6470588235294118,0.0,0.0,0.5769230769230769,0.0,0.0,1.0,0.0,1.6666666666666667,0.0,0.0,0.5,0.7692307692307693,0.9375,0.44,0.609,Medium,1.1632851679883722,11.605
Umar Akmal,79.0,63.0,4.0,2.0,6.0,4.0,125.4,19.75,15.75,9.52,31.75,0.0,1.0909090909090908,0.0,0.0,0.3333333333333333,0.0,0.875,1.1428571428571428,0.7142857142857143,2.8333333333333335,0.0,0.0,1.3333333333333333,0.0,0.0,3.4,0.0,1.0,0.0,0.0,0.45454545454545453,0.7692307692307693,1.36,1.0,0.444,Medium,1.4225194226921851,13.884
Usman Ghani,62.0,67.0,5.0,1.0,6.0,4.0,92.54,15.5,16.75,8.96,46.27,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,1.0,0.0,1.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5714285714285714,0.0,0.0,0.0,1.0,1.0571428571428572,0.6086956521739131,0.359,Medium,1.238416060660123,12.516
Usman Khawaja,148.0,103.0,22.0,2.0,24.0,3.0,143.69,49.33,34.33,23.3,36.89,2.0,0.8095238095238095,0.0,0.0,1.2352941176470589,0.0,0.0,0.0,2.0588235294117645,1.5,0.0,0.0,1.4285714285714286,0.0,0.0,1.5,0.0,1.0714285714285714,0.0,0.0,1.8571428571428572,0.0,1.1851851851851851,1.4871794871794872,0.602,Medium,1.621343448734592,30.425
Vikramjit Singh,124.0,122.0,10.0,5.0,15.0,8.0,101.64,15.5,15.25,12.3,54.92,0.0,0.5714285714285714,0.0,0.0,0.75,0.0,0.0,3.0,0.8888888888888888,0.5,0.0,0.0,0.6,0.0,0.3333333333333333,2.3125,0.0,0.5217391304347826,0.0,0.0,1.6,0.0,1.0689655172413792,0.9587628865979382,0.417,Medium,1.5283147685428002,10.142
Virat Kohli,665.0,476.0,60.0,14.0,74.0,11.0,139.71,60.45,43.27,15.55,28.36,1.5,1.6756756756756757,0.0,0.0,1.125,0.0,0.918918918918919,1.0,1.4736842105263157,1.4583333333333333,0.0,0.0,1.5357142857142858,0.0,0.0,1.56,0.0,1.4,1.2666666666666666,0.0,1.1323529411764706,2.1588785046728973,1.1666666666666667,1.0467289719626167,0.864,High,1.460103366371983,41.401
Vriitya Aravind,52.0,71.0,3.0,0.0,3.0,4.0,73.24,13.0,17.75,4.23,57.75,0.75,0.6666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.5,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.8235294117647058,0.9090909090909091,0.6764705882352942,0.6333333333333333,0.449,Medium,0.9996395746864362,13.005
Vusi Sibanda,85.0,78.0,5.0,2.0,7.0,5.0,108.97,17.0,15.6,8.97,38.46,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.6666666666666666,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,1.2272727272727273,0.0,0.8823529411764706,0.0,0.0,1.3076923076923077,2.0,1.2413793103448276,0.8723404255319149,0.384,Medium,1.3344865793179588,12.739
Wanindu Hasaranga,146.0,117.0,17.0,2.0,19.0,12.0,124.79,12.17,9.75,16.24,41.03,2.75,0.8,0.0,0.0,1.1,0.6666666666666666,0.8,0.0,0.4,1.1379310344827587,0.0,0.0,0.0,0.0,0.0,1.5333333333333334,0.0,0.0,1.4444444444444444,2.6363636363636362,0.5882352941176471,1.0333333333333334,1.2222222222222223,1.588235294117647,0.577,Medium,1.4811640794785563,8.217
Wessly Madhevere,120.0,82.0,15.0,2.0,17.0,8.0,146.34,15.0,10.25,20.73,45.12,2.75,1.1,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.7083333333333333,1.0,0.0,0.0,0.5,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,1.8571428571428572,0.0,2.2,1.240506329113924,0.44,Medium,1.6452488316603275,9.117
William Porterfield,43.0,34.0,4.0,1.0,5.0,2.0,126.47,21.5,17.0,14.71,50.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6666666666666666,0.0,0.0,1.875,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.0,0.0,0.0,0.7647058823529411,0.0,1.3636363636363635,1.1666666666666667,0.26,Low,1.6992336384332773,12.653
Yuvraj Singh,57.0,52.0,3.0,2.0,5.0,4.0,109.62,14.25,13.0,9.62,40.38,1.2857142857142858,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.375,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.1333333333333333,0.0,0.0,0.0,0.5,1.3055555555555556,0.5384615384615384,0.433,Medium,1.3738784835428814,10.372
Zane Green,121.0,138.0,6.0,2.0,8.0,10.0,87.68,12.1,13.8,5.8,47.1,0.0,0.5238095238095238,0.0,0.0,0.0,0.0,1.0666666666666667,0.3333333333333333,0.7272727272727273,0.782608695652174,0.0,0.0,0.6666666666666666,0.0,0.0,0.8695652173913043,0.0,1.0,0.0,0.6666666666666666,1.0,1.1764705882352942,0.7901234567901234,0.7708333333333334,0.67,High,1.10397144541468,10.96
Zeeshan Maqsood,115.0,114.0,13.0,2.0,15.0,8.0,100.88,14.38,14.25,13.16,49.12,1.3,0.3333333333333333,1.25,0.0,0.0,0.0,1.0,0.0,0.8333333333333334,1.434782608695652,0.0,0.0,0.0,0.0,0.0,1.1153846153846154,0.0,0.64,0.0,0.0,0.75,1.1538461538461537,0.8301886792452831,1.0980392156862746,0.57,Medium,1.401863943807192,10.258
